reviews,label
"min ,   bisa ga ?  saya lagi main shopee link ,   kan menang nih ya ,   tbtb koneksi ilang pdhl sinyal bagus dan kuota saya masih banyak.    parah dah jd gadapet berlian.    trus juga ,   wkt saya tuker berlian di shopee candy ,   HARUSNYA kasihtau itu vocer freeong lewat apa.    saya udh tuker 8000 berlian malah pakenya shopeepay.    bt bgt asli ,   dikira dpt 8000 berlian galama kali ?  harus sampe level 100 keatas ,   yaallah bener2 dzolim bgt; (  sedih pgn nangis ,   garela 8000 koin terbuang sia2.    balikin ga ! ",__label__3
Kembalikan shopee seperti dulu.    Malas belanja gak pakai cod.   ,__label__3
"suka sih awal2 pesen okay baik ,   tp ps td sy pesen barang trs sy batalin krn sy mau pesen yg lain ,   nah udh gt sy mau msk ShopePay dan SUSAH BANGET verifikasi nya dan dikasih waktu 3 hari buat pengembalian dana ,   dan si penjual jg udh bilang itu bukan urusan kami dan silahkan tanya shopee ,   jd gmn nih dan uang nya lumayan besar buat anak seumuran sy ,   sy udh coba berulang kali ,   ini gmn sih Shope baik emng tp pas shopepay sy gabisa bahkan bukan sy saja orng lain pun bnyk yg mengeluh ky gini bhkn lebih",__label__3
mohon diubah ke jasa pengiriman kaya dulu .    yangbisa milih sendiri jasa pengirim nya.    supaya gk ngubah2 lagi.    .    yg jasa kirimi ini malah ribet .    paket yang dulu 3 hari nyampe .    ini 5 hari baru nyampe.   .    mohon mimin ubah kaya dulu aja jasa kirim nya y.    .    ma'af bintang nya aku ambil 1 .    .    nanti klo udah di ubah aku naikin bintangnya.   ,__label__3
"Shopee mohon maaf sebelumnya  ,   kemarin saya kena penipuan hingga 2 jt an lebih  ,  tolong perketat lagi keamanan nya  ,   karena banyak oknum nakal yg nyalah gunakan aplikasi ini  ,  dan tolong di tidak lanjuti karena sudah banyak yg kena penipuan berkedok shopee",__label__3
"Untuk shopee.    Coba kdepannya barang yg di jual penjual sudah terdaftar legal untuk di jual.    Jangan smua tanpa di saring.    Di sini Lombok sudah ada di dakwa 15 tahun penjara.    Ibu - ibu yg baru punya anak umur 3 bulan.    Yg di mana dia membeli cosmetik china dari shopee terus menjual lagi ke orang lain.    Kan lucu loh kasian ,   si ibu gak tau menau kalau yg dia jual barang ilegal.    Trima kasih",__label__3
"Gk pernah dpt gratis ongkir ,   percuma aja blnja jutaan tp gk pernah ada free ongkir nya ,   kadang pke voucher free ongkir nya pun cmn dpt potongan 10 rb aja tuh ongkir seharusnya klw kita udh blnja jutaan itu kasi free ongkir dong min ini mlh 10 rb doang yg di kurangin ,   kasi bintang dlu smpe bnr2 di perbaiki lg ,   ,   ,   ,   kadang kita gk tau mw ambil untung brp klw ongkir terlalu mahal buat jual lg ribet bgt ,   ,   ,   tolong masa ongkir di perbaiki lg ,   mksh",__label__3
halo aku mau tanya dong kenapa koin shopee tidak bertambah ?  padahal udah ngasih nilai dan ulasan kepada penjual.    terima kasih,__label__3
"Kemarin tgl 1 Juni ,   Saya menerima email bahwa saya memiliki 3 pesanan baru ,   tapi saat saya melihat di aplikasi shopee di bagian perlu dikirim hanya ada 2 pesanan yg perlu dikirim dimana salah satunya adalah pesanan yang sudah batal.    Akhirnya saya membuka shopee seller center untuk melihat pesanan dan mengatur pengiriman.    Dan hingga saat ini tampilan perlu dikirim di aplikasi shopee masih belum berubah padahal sudah ada 3 pesanan baru lagi.    Saya juga kesulitan untuk login melalui perangkat lain",__label__3
"Knpa tiba ""  ga bisa checkout.   .    katanya aq melanggar peraturan.   .    tapi aq pengguna baru ,   dan blom sempet order ,   tolong dong seandainya ada kesalahan yg mungkin ga tersengaja kirim lewat email supaya kita tau.   .    karna kdg hp yg pegang anak aq ,   jdi ga tau apa dia ada pencet sesuatu.   .    terima kasih",__label__3
"Game shopee saya sampe sekarang ngeblank terus.   .   .   dah di coba update hapus cache ,  hapus data ,  sampe uninstal n instal lagi.   .   .   tetep aja.   .   .   padahal hp saya udah banyak yg saya hapus aplikasi2 nya ,  tp tetep aja.   .   .   ngeblank.   .   .   ",__label__3
"saya suka bangt belanja di shoppe ,   cuma akhir2 ini saya update shoppe yg terbaru k toko penjualan saya gak kelihatan ya.   .   .   gak spt aplikasi yg lama ,   dan udah 2hari ini udah dikasih penilaian sama pembeli tp pengembalian dana belum masuk.   .   .   🙏 mohon kejelasnnya ya min.   .   .   supaya kita bs mudah belanja online di shoppe ,   trimkaasih",__label__3
"sebenernya ini aplikasi kepercayaan saya banget ,   saya sering pesen barang buat dijual lagi dari shopee ,   tp sekarang setelah saya update pas saya mau checkout voucher yg bisa dipilih cuma 1 ,   cashback atau gratis ongkir doang kalo yg sebelumnya bisa dklik 2 2 nya.    kecewa😒😣",__label__3
"Jengkel banget ,  kenapa di shopee pengembalian dana kok ribet banget ,  pke verifikasi KTP ,   foto selfie dengan KTP ,   udah itu 3 hri.   .   ane bukan mau ambil kredit online ,  tp mau minta duit ane sendiri  ,   soalnya duitnya pengen cepat di cairkan untuk beli barang lain.   .   terima ksh",__label__3
Maaf yah perasaan aku pesen barang satu tapi kenapa pas saya chek bayarnya double  ( ongkir bedalagi ya ) .    Terus ada barang yang ngga saya pesen tiba tiba muncul di keranjang saya klo saya pesen 3 barang yang sama padahal sama sekali enggak saya pesen.    Adalaginih barang yang saya pesen tapi pas sya liat propile kok belun ada yang di kemas satupun.    Jadi saya bingung ini gimana ya udah ke kirim belum ya pesanan saya.    Dan saking keselnya saya hps daripada nantinya saya yang rugi.    Jadi maaf tingkatin.   ,__label__3
Kok sekarang shopee mkin mahal ongkirnya.    Dia blng gratis ongkir min pembelian 0 rupiah.    Ternyata tdk cmn potongan 20 rb msih msih mahal ongkirnya.    Lebih bguskan saya rasa kalau potongan 80 min pembelian 200 rb.    Ini udah beda.    Udah di tunggu2in dikiranya banyak promo tangga 2.   2 pas di cek sama aja.    Susah ia skrng shopee,__label__3
Jasa pengiriman gak bisa pilih sendiri barang jadi lama sampe disini gak semua jasa pengiriman ada tolong d koreksi lagi untuk jasa kirimnya,__label__3
"Saya udah pakai Shopee berbulan bulan ,   belum dapat Shopeepaylater nih min🙃.    Padahal pengen juga nyobain Shopeepaylater.    pas belom gajian jadi susah mau pesen barang ,   akhirnya nunggu gajian baru bisa beli barang ,   keburu abis Big sale nya nanti.   ",__label__3
"Sebaiknya utk pilihan ekspedisi pengirim dikembalikan seperti semula.    Kalo sekarang yg ditampilkan cuma tarifnya aja tp nama ekspedisinya tidak dicantumkan  ,   ketika memilih tarif  ,   ternyata si ekspedisinya tdk sesuai dg harapan.    Mohon perhatiannya.   ",__label__3
"Shopee sbnr nya bagus tp dr akhir th 2019 - sekarang shopee performanya menurun  ,   kita susah dpt in grts ongkir dll dan yang paling pnting sy sekarang susah cari barang.    krn klo di cari ga ada brgnya mesti tulisanya  "" cari kata kunci yang lain ""  terkususnya produk dan alat alat elektronik sperti Vapor ,   Pod dll sebangsa itu tidak ada.    Tolong di perbaiki krna itu bikin males belanja di shopee lgi👍🏻",__label__3
"Suka sihh belanja di apk ini.    Mempermudah transaksi karena bisa dibayar lewat indomart.    Tapi ko belakangan ini sering gabisa dibuka yaa apk nya ?  Tiba2 langsung keluar sendiri gtu ?  Tolong diperbaiki segera ,   terimakasih.   ",__label__3
Untuk pihak shopee kuharap tidak bekerja sama dengan ateraja karna lelet dalam pengiriman trima kasih,__label__3
"aku kasih 1 bintang.   .    pelayanan penjualan pulsa shopee sangat mengecewakan ,   saya jujur aja deh ,   kayaknya serba 10 shopee itu hanya settingan aja biar banyak yang download.   .    saya aja sudah berpuluh ""  kali beli.   .    ngga pernah tuh undian naik.   .    ada ngga teman ""  di sini yang sudah naik undian d serba 10 rb",__label__3
"Kenapa pengguna lama gak pernah dapat gratis ongkit COD ya  ?  ?  ?  Biasanya shopee paling membantu ,  tapu sekarang kecewa gak pernah dapat geatis ongkir sama sekali.   .    Tolong lah di perbaiki jangan kaya gini pengguna lama merasa di rugikan loh🙏",__label__3
"Maaf Dari bintang 5 saya turunkan bintang 3 .   .    Karena sekarang shopee sedikit menyulitkan .   .    Gratis ongkir sekarang selalu pakai minimal belanja  ,  kemarin minimal 30k sekarang minimal 90k  ,  sedangkan barang yg dibeli harganya kurang dari itu dan ongkirnya mahal2.   .    jadi gk bisa beli barang dgn sesukanya Lg .   .    karena terhalang ongkirr .   .    dan kebanyakan vocher itu selalu shopee pay .   .   ",__label__3
"Sekarang gak bisa pilih ekspedisi 😒😌 Min ,   baik penjual atau pembeli punya hak buat milih apa yg terbaik buat kita  &  buat kita nyaman.    Saya member platinum ,   sudah hafal mana ekspedisi yg cepat  &  mana yg lamban ,   mana yg hati2  &  mana yg ceroboh.    Terutama untuk barang mahal  &  pecah belah.    Untuk barang mahal seperti hp pun ,   toko / penjual punya kebijakan tambahan ,   ada biaya tambahan untuk asuransi ekspedisi khusus JNE misal.    Dan kalo shopee yg nentuin sendiri ,   apa gunanya biaya tambahan.   ",__label__3
Pembayaran selalu lancar paylaternya malah ga bisa di gunakan lagi,__label__3
Mau tanya nih mohon di baless yaa.   .   .    Kenapa voucher gratis ongkir aku ngk bisa kepakai ya pdahal blm kadaluarsa ?  ?  ?  ?  ? ,__label__3
"Hai sis ,   Kenapa ya aplikasi Shopee susah banget di bukanya.   .    Saya ada toko di Shopee tapi Apk dan toko saya ga bisa dilihat sama sekali ,   buka daei chrome malah bisa.   .    saya uninstall ,   intall lagi tetap sama.   .    apa karena keberatan file di Shopee ya ?  ?  Mohon di lerbaiki lagi ya.   .   ",__label__3
"knp si mau hapus akun susah bgt ,   kode ferivikasi g da yg masuk sm sekali ,   udh minta solusi udah di ikutin tetep ga bs ,   emang g bs dr pihak cutomercare shope yg bantu hapus ga bisa  ?  ?  krn akun lama no nya sy mau pake di akun yg baru ,   di akun sy yg baru uang sy 150rb g bs balik udh sebulan krn harus aktifkan shopepay.    udah sebulan kasusnya.   .   .   y allah klo sy org mampu uang sgitu mungkin g dipermasalahkan.   ",__label__3
"Tolong dong tim shopee ,   pesanan saya sudah berhari hari tidak dikirim oleh penjual bahkan sampe batas tanggal nya sudah dekat ,   baru kali ini belanja di shope nemu penjual yang ga amanah banget biasa nya ga pernah kya gini ,   meskipun beli barang dari liur negri pun baik baik ajh ,   tolong dong tim shopee beri tindakan tegas buat penjual nya jgn diem ajh meskipun ga seberapa harga nya tpi kan kepuasan bembeli no 1",__label__3
Aplikasi suka lemot beda sama aplikasi yg lain tolong perbaiki.   .   ,__label__3
"Aku suka bgt belanja di shoope tapi parah sih buggnya.    Responnya lama banget.    Buka gambar ,   nunggu 30dtikan bru kebuka .   .    Awalnya aku kira krn hpku berat ,   atau jaringan ternyata setelah ganti hp ttp jg kyk gtu dan tenyata bukan cuma aku yg ngeluh kyk gtu .    Tmn2ku banyak yg keluhin masalah yg sama .   .    Oh iya ,   aku jg ga prnh ga update aplikasinya",__label__3
"Entah kenapa hmpir 2 bulan ini ,   saya buka shopee cari barang tpi gak mau terbuka bahkan kembali lagi ke beranda shopee.    Kdg kdg juga buka shopee kembali ke beranda hp.    Jdi mau belanja juga susah.    Padahal sudah saya update ulang",__label__3
"suka keluar sendiri ,   suka lama nongol gambarnya padahal jaringan penuh dan 4g.    kalo buka apk laen padahal lancar² ajaa padahaal.    mohon diperbaiki lagi aplikasinyaa.    kenapa saya tidak bisa bikin alamat baru yaa ?  bilang nya selalu  "" alamat salah ""  padahal saya sudah teliti dan itu memang alamt rumah sayaa.    aneeh",__label__3
"Benar gak sih kalo shopee ngasih duit cuma - cuma lewat telfon ,   ?  ?  Serius nanya.    Soalnya ada yg nelfon kek mencurigakan gitu ,  tapi mengatasnamakan shopee.   .   .    Setau saya kalo shopee ngadain doorprice itu resmi dan gak sembunyi2.   ",__label__3
"Bintang tiga ajh dulu soalnya shopee malah menurun buat aku.   .   grtis ongkir ga sebanyak dulu ,  yg paling bikin down yg serba seribu itu kupikir gda ongkir tpi pke ongkir beli seribu ongkir lbih dari sepuluh ribu jadi g pernah ngerasain belanja serba seribu😭skrg mlh susaah buka halaman toko ,  beli pulsa or token hampir sma kaya bli di konter rumah hrganya.   isi ulg top up ada biayaya adminnya.   dulu plg smgt blnja d shopee tpi skrg.   .   .   🙏🙏",__label__3
"shoope makin diupdate makin lemot ya ,  tiap buka pencarian ga bisa mlu2 ,  gambar ee ga mau kebuka sama sekali ,  gua kira jaringan gua yg bermslh eh pas gua buka aplikasi lain mlh lancar jaya aja tuh >.   <.   .    ( aplikasi gua update versi baru n dah gua clear cache juga ) mohon diperhatikan lagi admin shoope biar kami yg sebagai pengguna lbh nyaman",__label__3
awal instal oke.   .   .    tapi lama2 tiap klik gmbar loadingnya lama.   .   .    flash sale nya saya scroll atas bawah.   .    memuaatt mulu.   .    padahal sudah pake Wi - Fi yg bagus.   .    saya harap ada peningkatan dalam kualitas jaringan aplikasi.   .   thanks,__label__3
Voucher ga bisa di pake padahal metode pembayaran sudah sesuai dan voucher masih berlaku,__label__3
"Maaf saya kasi bintang 3 so Cara pembayarannya berubah lagi ,  Dulu enak mau transfer ke briva Langsung muncul Jumlah yg harus di bayar ,  ini Mau transfer ke rekening BRI Trus Di suruh foto Bukti transfer ,  Masukan nama yg transfer dll ,  Bikin jengkel saja",__label__3
"Assalamualaikum ,   saya baru Download shopee ,   gimana caranya untuk bisa dapat gratis ongkir nya ya kak  ?  ?  ?  Koq udh di klaim tapi masih di jumlahin dgn ongkirnya ,   itu gimana.   .   .    Mohon penjelasan nya ya kak 🙏😊",__label__3
"Ongkir udah hampir sama dengan lapak lain.   .   .    Lapak lain banyak menyediakan sistem COD ,   jangan sampai banyak yg berpindah ke lapak sebelah oke",__label__3
"Membantu banget ,   seneng selama ada shopee.    Banyak diskonnya.    Tapi kok jasa pengirimannya pada ilang.    Nggk bisa milih jadinya.    Kan nggk semua daerah bisa menggunakan jasa yg lain.    Bagusan sebelum pembaruan sih",__label__3
"Kenapa ya gara ""  goyang shopee 10x pada tanggal 8 oktober kemarin app shoppe saya jadi super lemott awall buka aja loadingnya lama ,   kalo mau liat pencarian gambarnya gak muncul ""  padahal sudah nungguin 1 jam ,   tolong segera di perbaiki karena menggangu orang yg ingin membeli barang",__label__3
dari hari minggu shopee pay gak bisa di pake kenapa ya ?  pdhal isi saldo bisa.   .   .   ,__label__3
"Shoopee sekarang banyak errornya susah di buka dan loading sekali ,   di perbaharui juga sangat loading.   .   .   .   ayo donk shopee masa mau kalah sama aplikasi yang lainnya ,   kan shopee slalu yang terdepan jangan sampai ke kejar sama yang lain dong.   ",__label__3
"Aplikasi ini sangat membantu dalam memenuhi kebutuhan masyarakat.    Good smua barang tersedia.    Untuk kekurangan nya ,   yaitu :  1.    Masih bnyaknya seller yg mlakukan transaksi dluar shopee ,   untuk itu Buatlah aplikasi ini lebih ketat bagi si seller ,   agar tidak ada seller yang merugikan konsumen.    2.    Akun shopee tidak bisa dipindah ke lain handphone.    Dengan keterangan  "" nomor hp sudah digunakan ,   gunakan nomor lain ""  ,   dan  ""  email sudah digunakan ,   gunakan email lain "" .    Mohon diperbaiki",__label__3
Pertama saya memakai app ini saya sangat puas sekali.    Selalu dpt gratis ongkir / potongan ongkir.    Tp entah apa yg merasukimu hingga kau tega membuat gratis ongkir itu cuma di tulisan saja.   .    Kadang di flash mall jg berat nya di ongkir.   .   .    Saya mengeluh saya mengeluh.   .   .    Bintang 3 saja dulu ya.   .   ,__label__3
Tolong kenapa shopee saya logout sendiri yaa ?  Konfirmasinya ada banyak pesanan belum sampai,__label__3
"Makin keliatan gajelas 1.    Opsi ekspedisinya ditentukan oleh shopee ,   padahal kami terkadang ngirim ga sampai alamat tp diambil di gerainya sendiri ,   galucu kan dikirim ke alamat jne tapi tukang ekspedisinya jnt ?  ?  Aku tau mereka sama2 reguler 2.    Waktu mau cekout dan topup biasanya kalau pakai shopeepay diberitahu kurangnya berapa ,   opsi ini ga ada lagi karena padahal kami butuh untuk memilih ekspedisi yg lebih murah 3.    Gratis ongkir cuma max20k dijawa ,  walau beli barang hrg 2jt.   belajar dr toko sebela",__label__3
"Skrng shopee jadi mahal ,   namanya gratis ongkir dengan minimal 0 pembelian boong.    Skng nih tiap toko ada minimal pwmbelian 10 ribu dan tiap satu toko ada ongkirnya 1 rb.    Dlu mah emang iya gratis ongkir tanpa minimal pembelian.    Skrng udah gak lagi",__label__3
"Saya Gold Pakai shopee sudah Nyaman ,  Namun ada yang masih kurang yaitu.   .    Dalam pembayaran Mengenai Belanja Sekarang Bayar bulan depan.   .    Itu yang saya rasakan kenapa bayarnya tidak satu persatu ya ,  knapa harus di lunasi semuanya apabila kita ada beberapa transaksi ,   jadi kan belum pas waktunya sudh kita lunasi semuanya yang lainnya juga.    Harap di perbaiki Terima kasih",__label__3
